eventid,iyear,imonth,iday,extended,country,country_txt,region,region_txt,city,latitude,longitude,summary,suicide,attacktype1,attacktype1_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,target1,natlty1,natlty1_txt,nperps,weaptype1,weaptype1_txt,weapdetail,nkill,nwound
200907160022,2009,7,16,0,153,Pakistan,6,South Asia,Hayatabad,33.976307,71.437157,"07/16/2009: On Thursday morning at 1100, in Hayatabad, North West Frontier, Pakistan, at the Katcha Ghari Refugee Camp, armed assailants, during a possible kidnap attempt, fired on a group of United Nations (UN) personnel, killing one UN official, one security guard, and injuring two UN workers. No group claimed responsibility, although it was widely believed the Taliban was responsible.",0,9,Unknown,7,Government (Diplomatic),47,"International Organization (peacekeeper, aid agency, compound)",Assailants fired upon a group of United Nations personnel.,153,Pakistan,-99,13,Unknown,Unknown weapons were used in the attack.,2,2
200907290018,2009,7,29,0,92,India,6,South Asia,Keonjhar,21.63869,85.606944,"07/29/2009: On Wednesday, near Brahmanipal police outpost, in Keonjhar, Orissa, India, assailants fired upon and killed two police officers, Muralidhar Bastia and Hadibandhu Mahanta. No group claimed responsibility, but it was believed the Communist Party of India-Maoist (CPI-Maoist) was responsible.",0,2,Armed Assault,3,Police,25,Police Security Forces/Officers,Two police officers,92,India,-99,5,Firearms,Unknown firearms were used in the attack.,2,0
200907300015,2009,7,30,0,92,India,6,South Asia,Patharpara,21.792082,88.355502,"07/30/2009: On Thursday, in Patharpara village, West Midnapore, West Bengal, India, assailants killed one Communist Party of India-Marxist (CPI-M) member by unknown means. No group claimed responsibility, but it was widely believed the Communist Party of India-Maoist (CPI-Maoist) was responsible.",0,9,Unknown,14,Private Citizens & Property,84,Political Party Member/Rally,Communist Party of India-Marxist (CPI-M) member,92,India,-99,13,Unknown,Unknown weapons were used in the attack.,1,0
200907300024,2009,7,30,0,19,Bangladesh,6,South Asia,Rajshahi,24.366667,88.6,"07/30/2009: On Thursday afternoon around 1430, in Purbabonogram village, Rajshahi, Pabna, Bangladesh, assailants threw bombs at two civilians, killing them but causing no damage. The deceased were identified as Md Abdur Razzak Pramanik and Abdus Sattar. The specific motive of the attack is unknown, but internal feud might be the reason behind the attack. No group claimed responsibility, but authorities believed the Janajuddha faction of the Purba Banglar Communist Party (PBCP) was responsible.",0,3,Bombing/Explosion,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Two civilians,19,Bangladesh,-99,6,Explosives,Thrown explosive devices were used in the attack.,2,0
200908030004,2009,8,3,0,92,India,6,South Asia,Nischintipur,21.990232,88.215239,"08/03/2009: On Monday evening, in Nischintipur Village, West Midnapore, West Bengal, India, assailants fired upon and killed a person affiliated with the Jharkhand Party, Nagen Singh Sardar. Sadar was a former Maoist activist. No group claimed responsibility, although it was widely believed Communist Party of India-Maoist (CPI-Maoist) was responsible.",0,2,Armed Assault,2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,"A member of the Jharkhand Party, Nagen Singh Sardar,",92,India,-99,5,Firearms,Unknown firearms were used in the attack.,1,0
200908040009,2009,8,4,0,92,India,6,South Asia,East Singhbhum district,22.486676,86.499655,"08/04/2009: On Tuesday, in East Singhbhum, Jharkhand, India, assailants fired upon members of the Jharkhand Liberation Front (JMM) political party, killing one member and wounding one other. No group claimed responsibility, although it was widely believed the Communist Party of India-Maoist (CPI-Maoist) was responsible.",0,2,Armed Assault,2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,Members of the Jharkhand Liberation Front (JMM) political party,92,India,-99,5,Firearms,Unknown firearms were used in the attack.,1,1
200908050004,2009,8,5,0,4,Afghanistan,6,South Asia,Sayid Karam,33.692556,69.376878,"08/05/2009: On Wednesday evening, in Seyyed Karam, Paktia, Afghanistan, assailants fired upon and killed one civilian for allegedly spying for coalition forces. The Taliban claimed responsibility.",0,2,Armed Assault,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,A civilian was targeted in the attack.,4,Afghanistan,-99,5,Firearms,Unknown firearms were used in the attack.,1,0
200908110006,2009,8,11,0,153,Pakistan,6,South Asia,Peshawar,34.006004,71.53743,"08/11/2009: On Tuesday, in Peshawar, North West Frontier Province, Pakistan, assailants fired seven rockets at the city, killing thee civilians, wounding six civilians and three children, and damaging a power transmission line. No group claimed responsibility.",0,3,Bombing/Explosion,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,The target of the attack was civilians.,153,Pakistan,-99,6,Explosives,several rockets were used in the attack.,3,9
200908140018,2009,8,14,0,153,Pakistan,6,South Asia,Hub,25.044537,66.874672,"08/14/2009: On Friday afternoon, in Hub, Balochistan, Pakistan, assailants detonated a vehicle-borne improvised explosive device in front of a hotel, killing one civilian, wounding 13 civilians and two police officers, and damaging the hotel and one vehicle. No group claimed responsibility.",0,3,Bombing/Explosion,1,Business,8,Hotel/Resort,The target of the attack was a hotel.,153,Pakistan,-99,6,Explosives,A vehicle borne improvised explosive device was used in the attack.,1,15
200908180003,2009,8,18,0,153,Pakistan,6,South Asia,Orakzai district,33.697271,71.144852,"08/18/2009: On Tuesday, in Orakzai, Federally Administered Tribal Areas, Pakistan, assailants killed four tribesmen by unknown means. A note was found with the bodies stating that any person cooperating with the government against the Tehrik-e-Taliban Pakistan (TTP) would meet the same fate.",0,9,Unknown,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Four civilians were the target of the attack.,153,Pakistan,-99,13,Unknown,Unknown weapons were used in the attack.,4,0
200908220005,2009,8,22,0,153,Pakistan,6,South Asia,Peshawar,34.006004,71.53743,"08/22/2009: On Saturday, in Peshawar, North West Frontier Province, Pakistan, assailants attempted to kidnap two government officials, however when their attempt failed they then fired upon them killing one government official and wounding the other. The three suspected kidnappers, one of whom was injured, were stopped and arrested by police. No group claimed responsibility.",0,6,Hostage Taking (Kidnapping),2,Government (General),18,"Government Personnel (excluding police, military)",Government officials were the targets of the attack.,153,Pakistan,3,5,Firearms,Unknown firearms were used in the attack.,1,2
200908230012,2009,8,23,0,153,Pakistan,6,South Asia,Peshawar,34.006004,71.53743,"08/23/2009: On Sunday, a suicide bomber detonated in Pakistan's northwest city of Peshawar triggered by an apparent feud between rival militant groups. There was retaliatory fire from the house, and in the cross-fire, the suicide bomber blew himself up. In the suicide blast, two ladies and one man were killed and 15 were injured. Eleven houses and several buildings were damaged in the house. No group claimed responsibility, although it was widely believed Lashkar-e-Islam (LEI) was responsible.",1,3,Bombing/Explosion,17,Terrorists/Non-State Militia,93,Terrorist,"The target of the attack was the brother of Mubeen Afridi, spokesman for Taliban-linked extremist group Ansar-ul-Islam.",153,Pakistan,1,6,Explosives,A suicide improvised explosive device was used in the attack.,4,15
200908240005,2009,8,24,0,153,Pakistan,6,South Asia,Jamrud,34.002579,71.382477,"08/24/2009: On Monday, on the Peshawar-Torkham highway, in Jamrud, North West Frontier Province, Pakistan, assailants in a white Corolla car stopped the passenger van, and fired at Jan Ullah Hashim Zada, a famous Afghan journalist, as he was coming in a passenger van to Peshawar from Torkham. Another passenger was also wounded in the pistol firing inside the van. Jan Ullah Hashim Zada was analyst of Afghan affairs working at Peshawar. He was reportedly working for CNN, AL Arabia TV and Afghanistan's Shamshad TV. No group has claimed responsibility for the attack.",0,2,Armed Assault,10,Journalists & Media,53,Newspaper Journalist/Staff/Facility,Assailants fired upon an Afghan journalist.,4,Afghanistan,-99,5,Firearms,Unknown firearms were used in the attack.,1,1
200908250007,2009,8,25,0,92,India,6,South Asia,Lalgarh,22.585272,87.049698,"08/25/2009: On Tuesday, in the Lalgarh region, Midnapure, West Bengal, India, assailants killed Ratan Mahato, a Communist Party of India-Marxist leader and branch secretary of the party�s Bhimpur committee and ransacked several houses. No group claimed responsibility but it was suspected that Communist Party of India-Maoist militants were responsible for the attack.",0,9,Unknown,2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,A Communist Party of India-Marxist leader and branch secretary of the party�s Bhimpur committee was the target.,92,India,-99,13,Unknown,Unknown weapons were used in the attack.,1,0
200908270006,2009,8,27,0,173,Saudi Arabia,10,Middle East & North Africa,Jeddah,21.543155,39.174905,"08/27/2009: On Thursday at 2330, in Jiddah, Makkah, Saudi Arabia, Abdullah al-Asiri detonated explosives hidden in his underwear in an attempt to kill Prince Mohammed bin Nayef, Saudi Arabian Deputy Minister of the Interior.  Prince Nayef sustained minor injuries and al-Asiri, the younger brother of Al-Qaida in the Arabian Peninsula bomb-maker Ibrahim Hassan al-Asiri, was killed. AQAP claimed responsibility for the attack.",1,1,Assassination,2,Government (General),20,Intelligence,"Prince Mohammed bin Nayef, Saudi Arabian Deputy Minister of the Interior",173,Saudi Arabia,-99,6,Explosives,A suicide improvised explosive device was used in the attack.,1,1
200908300003,2009,8,30,0,92,India,6,South Asia,Lalgarh,22.585272,87.049698,"08/30/2009: On Sunday, in the Lalgarh area of Midnapore, West Bengal, India, assailants fired upon and killed a local leader of the ruling Communist Party of India-Marxist (CPI-M) as he was returning to his residence. No group claimed responsibility, although it was widely believed the Communist Party of India-Maoist (CPI-Maoist) was responsible.",0,2,Armed Assault,22,Violent Political Party,109,Party Official/Candidate/Other Personnel,Leader,92,India,-99,5,Firearms,Unknown firearms were used in the attack.,1,0
200909020020,2009,9,2,0,153,Pakistan,6,South Asia,Islamabad,33.671638,73.056068,"09/02/2009: On Wednesday, in Islamabad, Pakistan, assailants fired on the vehicle of the Religious Affairs Minister, killing one driver, wounding one government official and one police officer, and damaging the vehicle. No group claimed responsibility.",0,1,Assassination,2,Government (General),18,"Government Personnel (excluding police, military)",The vehicle of the Religious Affairs Minister.,153,Pakistan,2,5,Firearms,Unknown firearms were used in the attack.,1,2
200909070012,2009,9,7,0,45,Colombia,3,South America,Hobo,2.58328,-75.449375,"09/07/2009: On Monday night at about 2200, two unidentified men in a motorcycles shot and killed Mariela Narvaez, city Councilor of Hobo in front of her residence in Hobo, Department of Huila, Colombia. Police officials presume the Revolutionary Armed Forces of Colombia (FARC) are link to the murder but FARC has not claim responsibility for the murder.",0,2,Armed Assault,2,Government (General),18,"Government Personnel (excluding police, military)",The city councilor of Hobo was targeted in the attack.,45,Colombia,2,5,Firearms,Unknown firearms were used in the attack.,1,0
200909090006,2009,9,9,0,153,Pakistan,6,South Asia,Orakzai district,33.697271,71.144852,"09/09/2009: On Wednesday, in Atmankhel, Orakzai, Federally Administered Tribal Areas, Pakistan, armed assailants fired upon a group of children as they were going to school, killing four children and injuring six others. No group claimed responsibility, although it was widely believed the Taliban was responsible. There was no reported damage.",0,2,Armed Assault,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,The targets was civilians.,153,Pakistan,-99,5,Firearms,Unknown firearms were used in the attack.,4,6
200909120004,2009,9,12,0,92,India,6,South Asia,Ukhrul district,25.095386,94.361652,"09/12/2009: On Saturday, on the border of Imphal, Thoubal and Ukhrul, Manipur, India, assailants fired several rocket-propelled grenades at a military convoy killing four Indian soldiers and wounding four others. No group claimed responsibility.",0,3,Bombing/Explosion,4,Military,29,Military Unit/Patrol/Convoy,A military convoy,92,India,-99,6,Explosives,A grenade was used in the attack.,4,4
